V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
118508,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,53900,,,0,0,0,TIER 1,0
118509,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,33593,,,0,0,0,TIER 1,0
118510,0,0,,,,,,,,,,,,,,,3,1,0,,0,,,33000,,,0,0,0,TIER 4,0
118511,0,1,,,,,,,,,,,,,,,2,2,0,22000,0,22000,,40900,,,0,0,0,TIER 4,0
118512,0,0,,,,,,,,,,,,,,,3,2,1,40000,0,,40000,52185,,,1,1,1,TIER 3,0
118513,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,50440,,,0,0,0,TIER 1,0
118514,0,1,,,,,,,,,,,,,,,3,2,0,550000,0,550000,,46900,,,3,3,3,TIER 4,0
118515,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,24000,,,0,0,0,TIER 4,0
118516,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,29236,,,0,0,0,TIER 2,0
118517,0,2,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118518,0,3,,,,,,,,,,,,,,,1,1,0,,0,,,56595,,,4,3,2,TIER 3,0
118519,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,44900,,,0,0,0,TIER 4,0
118520,0,2,,,,,,,,,,,,,,,5,4,1,950000,0,1476700,,50440,83,,8,6,2,TIER 3,0
118521,0,1,,,,,,,,,,,,,,,13,2,6,700000,0,,,48000,,27,0,0,0,TIER 4,0
118522,0,0,,,,,,,,,,,,,,,6,2,2,,0,,,50600,,32,0,0,0,TIER 3,0
118523,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,24802,,,0,0,0,TIER 2,0
118524,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30772,,,0,0,0,TIER 3,0
118525,0,0,,,,,,,,,,,,,,,2,1,0,71000,0,,,30000,,,0,0,0,TIER 3,0
118526,0,0,,,,,,,,,,,,,,,5,1,4,40000,0,,40000,45900,20,26,0,0,0,TIER 3,0
118527,0,2,,,,,,,,,,,,,,,2,2,0,,0,,,34000,,,0,0,0,TIER 3,0
118528,0,1,,,,,,,,,,,,,,,16,1,12,68000,0,,162362,51500,17,24,6,5,2,TIER 3,0
118529,0,0,,,,,,,,,,,,,,,24,8,1,650000,0,350000,350000,40487,,,10,10,0,TIER 3,0
118530,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,57500,,,0,0,0,TIER 3,0
118531,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,47161,,,0,0,0,TIER 2,0
118532,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,39000,,,0,0,0,TIER 2,0
118533,0,0,,,,,,,,,,,,,,,9,2,7,52000,0,52000,,52000,,31,0,0,0,TIER 1,0
118534,0,3,,,,,,,,,,,,,,,5,2,0,20000,0,,,30272,,,1,1,0,TIER 1,0
118535,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,38883,,,0,0,0,TIER 1,0
118536,0,0,,,,,,,,,,,,,,,4,3,0,51000,0,101000,,45900,,,1,0,0,TIER 1,0
118537,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,46500,,,0,0,0,TIER 1,0
118538,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,45000,,,0,0,0,TIER 4,0
118539,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,29900,,,0,0,0,TIER 4,0
118540,0,0,,,,,,,,,,,,,,,3,1,0,,0,,,28900,,,0,0,0,TIER 3,0
118541,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,18900,,,6,6,3,TIER 4,1
118542,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,37900,,,0,0,0,TIER 1,0
118543,0,1,,,,,,,,,,,,,,,6,1,0,140000,0,,,60000,,,0,0,0,TIER 3,0
118544,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,25400,,,0,0,0,TIER 4,0
118545,0,0,,,,,,,,,,,,,,,3,2,1,,0,,,60945,,20,0,0,0,TIER 1,0
118546,0,0,,,,,,,,,,,,,,,29,6,22,145070,0,,274916,47900,32,,12,10,6,TIER 1,0
118547,0,1,,,,,,,,,,,,,,,5,1,2,29060,0,,29060,50900,17,,1,0,0,TIER 1,0
118548,0,0,,,,,,,,,,,,,,,3,2,1,648,0,,648,33593,,,0,0,0,TIER 1,0
118549,0,0,,,,,,,,,,,,,,,2,1,1,,0,,,48900,,15,0,0,0,TIER 1,0
118550,0,0,,,,,,,,,,,,,,,7,2,5,100000,0,100000,61974,40900,60,,0,0,0,TIER 1,0
118551,0,1,,,,,,,,,,,,,,,15,2,0,22000,0,,,15000,,,0,0,0,TIER 3,0
118552,1,0,,,,,,,,,,,,,,,7,2,4,1111113,0,1111113,99000,29000,25,37,0,0,0,TIER 4,0
118553,0,0,,,,,,,,,,,,,,,8,3,4,,0,,,40000,,65,6,5,4,TIER 2,0
118554,0,1,,,,,,,,,,,,,,,2,1,1,500,0,,500,22900,,,0,0,0,TIER 4,0
118555,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,44900,,,0,0,0,TIER 4,0
118556,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118557,0,0,,,,,,,,,,,,,,,4,1,3,206503,0,,258694,41900,11,,0,0,0,TIER 1,0
118558,0,0,,,,,,,,,,,,,,,2,1,0,,0,,,35800,,,0,0,0,TIER 3,0
118559,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32400,,,0,0,0,TIER 3,0
118560,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31500,,,2,1,0,TIER 3,0
118561,0,1,,,,,,,,,,,,,,,24,7,16,60635,0,,60635,52300,37,43,2,2,2,TIER 3,0
118562,0,0,,,,,,,,,,,,,,,6,5,1,19600,0,,19600,52700,,18,0,0,0,TIER 3,0
118563,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32997,,,2,1,0,TIER 4,0
118564,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,43900,,,0,0,0,TIER 4,0
118565,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,64600,,,0,0,0,TIER 2,0
118566,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 2,0
118567,0,3,,,,,,,,,,,,,,,2,1,0,50000,0,,,52900,,,0,0,0,TIER 2,0
118568,0,1,,,,,,,,,,,,,,,17,12,5,387407,0,450207,66202,62800,,77,11,9,2,TIER 2,0
118569,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30000,,,0,0,0,TIER 4,0
118570,0,0,,,,,,,,,,,,,,,5,2,3,234000,0,30500,244990,44500,12,21,0,0,0,TIER 2,0
118571,0,1,,,,,,,,,,,,,,,3,2,0,,0,,,43000,,,0,0,0,TIER 4,0
118572,0,2,,,,,,,,,,,,,,,2,1,1,200000,0,,200000,41000,36,,0,0,0,TIER 3,0
118573,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,45900,,,0,0,0,TIER 2,0
118574,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,44000,,,0,0,0,TIER 3,0
118575,0,11,,,,,,,,,,,,,,,4,4,0,150000,0,250000,,42500,,,0,0,0,TIER 1,0
118576,0,1,,,,,,,,,,,,,,,3,1,2,,0,,,52000,,51,0,0,0,TIER 1,0
118577,0,0,,,,,,,,,,,,,,,4,2,1,24990,0,,24990,60000,,18,0,0,0,TIER 4,0
118578,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118579,0,0,,,,,,,,,,,,,,,5,2,2,2100000,0,,24232,45550,,48,6,6,3,TIER 4,0
118580,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 2,0
118581,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118582,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118583,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,51500,,,0,0,0,TIER 3,0
118584,0,4,,,,,,,,,,,,,,,9,1,0,,0,,,49000,,,0,0,0,TIER 3,0
118585,0,0,,,,,,,,,,,,,,,5,4,0,950000,0,204250,,32000,,,0,0,0,TIER 3,0
118586,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30900,,,1,0,0,TIER 1,0
118587,0,1,,,,,,,,,,,,,,,4,4,0,,0,,,35000,,,0,0,0,TIER 4,0
118588,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118589,0,0,,,,,,,,,,,,,,,6,1,0,,0,,,20000,,,0,0,0,TIER 3,0
118590,0,0,,,,,,,,,,,,,,,2,1,1,66000,0,,66000,34000,,,0,0,0,TIER 4,0
118591,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,20200,,,0,0,0,TIER 4,0
118592,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31700,,,0,0,0,TIER 3,0
118593,0,0,,,,,,,,,,,,,,,18,3,15,400000,0,,618950,50500,24,168,0,0,0,TIER 4,0
118594,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118595,0,0,,,,,,,,,,,,,,,7,1,0,16000,0,,,26000,,,0,0,0,TIER 1,0
118596,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118597,0,2,,,,,,,,,,,,,,,7,3,4,46524,0,,78483,32000,,,0,0,0,TIER 4,0
118598,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,55693,,,0,0,0,TIER 1,0
118599,0,1,,,,,,,,,,,,,,,6,1,1,23000,0,23000,,23000,,,1,1,1,TIER 4,0
118600,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,45900,,,0,0,0,TIER 1,0
118601,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118602,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,33000,,,0,0,0,TIER 1,0
118603,0,0,,,,,,,,,,,,,,,3,2,0,350000,0,350000,,55693,,,1,1,0,TIER 1,0
118604,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30928,,,0,0,0,TIER 1,0
118605,0,0,,,,,,,,,,,,,,,2,1,1,,0,,,34900,,31,0,0,0,TIER 1,0
118606,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,30200,,,0,0,0,TIER 3,0
118607,0,0,,,,,,,,,,,,,,,9,9,0,,0,,,22500,,,0,0,0,TIER 3,0
118608,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,44000,,,0,0,0,TIER 3,0
118609,0,0,,,,,,,,,,,,,,,5,3,0,,0,,,52000,,,0,0,0,TIER 3,0
118610,0,0,,,,,,,,,,,,,,,12,4,7,180700,0,246700,376350,66000,10,14,0,0,0,TIER 3,0
118611,0,0,,,,,,,,,,,,,,,18,14,4,42500,0,,92480,48000,,92,1,1,1,TIER 3,0
118612,0,0,,,,,,,,,,,,,,,12,11,0,80000,0,,,52900,,,1,1,1,TIER 3,0
118613,0,0,,,,,,,,,,,,,,,4,3,1,14990,0,,14990,47200,,9,0,0,0,TIER 4,0
118614,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,27900,,,1,0,0,TIER 4,0
118615,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,33000,,,0,0,0,TIER 2,0
118616,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118617,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118618,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118619,1,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118620,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,51322,,,0,0,0,TIER 3,0
118621,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,40900,,,0,0,0,TIER 3,0
118622,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118623,0,0,,,,,,,,,,,,,,,8,4,4,1811250,0,2117840,202910,56200,14,28,0,0,0,TIER 1,0
118624,0,0,,,,,,,,,,,,,,,2,1,0,125000,0,,,48800,,,0,0,0,TIER 3,0
118625,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28008,,,0,0,0,TIER 3,0
118626,0,0,,,,,,,,,,,,,,,12,2,10,250000,0,250000,22363,50000,,56,0,0,0,TIER 1,0
118627,0,0,,,,,,,,,,,,,,,34,34,0,8200,0,15400,,47061,,,11,4,1,TIER 4,0
118628,0,0,,,,,,,,,,,,,,,3,1,0,248000,0,,,47900,,,1,0,0,TIER 4,0
118629,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,25900,,,0,0,0,TIER 3,0
118630,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,49100,,,0,0,0,TIER 4,0
118631,0,1,,,,,,,,,,,,,,,1,1,0,23000,0,23000,,23000,,,0,0,0,TIER 4,1
118632,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118633,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118634,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,43900,,,0,0,0,TIER 4,0
118635,0,0,,,,,,,,,,,,,,,9,9,0,,0,,,46900,,,0,0,0,TIER 4,0
118636,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118637,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31500,,,0,0,0,TIER 3,0
118638,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,26600,,,0,0,0,TIER 3,0
118639,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,38525,,,0,0,0,TIER 3,0
118640,0,0,,,,,,,,,,,,,,,9,4,5,2214337,0,2564337,375590,46900,33,42,2,1,0,TIER 4,0
118641,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28900,,,0,0,0,TIER 2,0
118642,0,0,,,,,,,,,,,,,,,2,1,0,,0,,,27500,,,0,0,0,TIER 3,0
118643,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,27900,,,0,0,0,TIER 1,0
118644,0,1,,,,,,,,,,,,,,,4,2,0,100000,0,100000,,34000,,,6,6,3,TIER 2,0
118645,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,48500,,,0,0,0,TIER 3,0
118646,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,50400,,,0,0,0,TIER 4,0
118647,0,0,,,,,,,,,,,,,,,2,1,1,,0,,,62300,,19,0,0,0,TIER 1,0
118648,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,25000,,,0,0,0,TIER 3,0
118649,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,39900,,,0,0,0,TIER 3,0
118650,0,0,,,,,,,,,,,,,,,10,9,1,56202,0,,56202,58400,,,0,0,0,TIER 1,0
118651,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,32529,,,0,0,0,TIER 4,0
118652,0,1,,,,,,,,,,,,,,,16,3,11,100000,0,53160,59000,53160,167,107,11,10,3,TIER 1,0
118653,0,0,,,,,,,,,,,,,,,6,5,1,1100000,0,1100000,195000,32071,,,0,0,0,TIER 1,0
118654,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,40000,,,0,0,0,TIER 4,0
118655,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32900,,,0,0,0,TIER 2,0
118656,0,0,,,,,,,,,,,,,,,5,1,3,14999,0,,14999,31800,,14,0,0,0,TIER 3,0
118657,0,0,,,,,,,,,,,,,,,8,4,4,300000,0,,300000,37900,9,37,0,0,0,TIER 1,0
118658,0,0,,,,,,,,,,,,,,,14,8,5,200000,0,370000,109536,30806,73,178,8,7,4,TIER 4,0
118659,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,48500,,,0,0,0,TIER 1,0
118660,0,0,,,,,,,,,,,,,,,3,1,1,,0,,,28000,,,0,0,0,TIER 4,0
118661,0,2,,,,,,,,,,,,,,,2,2,0,50000,0,50000,,34000,,,0,0,0,TIER 4,0
118662,0,0,,,,,,,,,,,,,,,3,1,2,19000,0,,35000,32452,,22,6,5,3,TIER 3,0
118663,0,0,,,,,,,,,,,,,,,3,2,1,350000,0,350000,,47900,,16,0,0,0,TIER 4,0
118664,0,0,,,,,,,,,,,,,,,9,4,4,55675,0,,97648,55000,,41,6,6,3,TIER 3,0
118665,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,26700,,,0,0,0,TIER 3,0
118666,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,48900,,,0,0,0,TIER 1,0
118667,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,44900,,,0,0,0,TIER 4,0
118668,0,1,,,,,,,,,,,,,,,2,2,0,,0,,,36900,,,0,0,0,TIER 4,0
118669,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,43400,,,2,1,0,TIER 4,0
118670,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,29900,,,0,0,0,TIER 4,0
118671,0,1,,,,,,,,,,,,,,,4,3,1,58090,0,58090,,58090,,21,1,0,0,TIER 1,0
118672,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31600,,,0,0,0,TIER 4,0
118673,0,0,,,,,,,,,,,,,,,2,1,1,,0,,,53400,41,,0,0,0,TIER 1,0
118674,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,54900,,,0,0,0,TIER 4,0
118675,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28900,,,0,0,0,TIER 1,0
118676,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,56900,,,0,0,0,TIER 1,0
118677,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,49900,,,0,0,0,TIER 4,0
118678,0,2,,,,,,,,,,,,,,,2,2,0,,0,,,29900,,,0,0,0,TIER 4,0
118679,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,56900,,,0,0,0,TIER 1,0
118680,1,1,,,,,,,,,,,,,,,2,2,0,,0,,,45000,,,4,4,2,TIER 4,0
118681,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,41000,,,6,6,3,TIER 2,0
118682,0,2,,,,,,,,,,,,,,,3,2,1,30000,0,30000,,30000,,20,4,3,1,TIER 4,0
118683,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,46900,,,0,0,0,TIER 4,0
118684,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,49000,,,0,0,0,TIER 2,0
118685,0,0,,,,,,,,,,,,,,,13,9,3,99900,0,151482,60380,99900,,18,5,2,0,TIER 2,0
118686,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32750,,,0,0,0,TIER 2,0
118687,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,48000,,,0,0,0,TIER 4,0
118688,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28900,,,0,0,0,TIER 2,0
118689,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,47900,,,0,0,0,TIER 2,0
118690,0,1,,,,,,,,,,,,,,,34,21,2,196000,0,196000,497,47000,149,,3,3,2,TIER 4,0
118691,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118692,0,0,,,,,,,,,,,,,,,9,9,0,,0,,,31500,,,1,1,1,TIER 1,0
118693,0,0,,,,,,,,,,,,,,,19,13,3,,0,,,52185,49,,5,5,2,TIER 2,0
118694,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,24900,,,0,0,0,TIER 4,0
118695,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118696,1,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118697,0,0,,,,,,,,,,,,,,,2,1,1,100000,0,,100000,40900,,,0,0,0,TIER 2,0
118698,0,0,,,,,,,,,,,,,,,7,6,0,400000,0,102250,,60000,,,3,3,0,TIER 3,0
118699,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31500,,,0,0,0,TIER 3,0
118700,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118701,0,0,,,,,,,,,,,,,,,4,3,1,45000,0,45000,,35275,,20,2,0,0,TIER 2,1
118702,0,0,,,,,,,,,,,,,,,7,7,0,,0,,,34100,,,0,0,0,TIER 4,0
118703,1,1,,,,,,,,,,,,,,,11,1,10,400000,0,,757506,49000,18,184,0,0,0,TIER 3,0
118704,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,28000,,,2,1,0,TIER 3,0
118705,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 2,0
118706,0,1,,,,,,,,,,,,,,,4,3,1,,0,,,33722,,23,1,1,0,TIER 3,0
118707,0,0,,,,,,,,,,,,,,,2,1,1,9255,0,,9255,40000,,,0,0,0,TIER 3,0
118708,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118709,0,0,,,,,,,,,,,,,,,3,1,1,390000,0,,171300,32900,,,0,0,0,TIER 2,0
118710,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30900,,,0,0,0,TIER 4,0
118711,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118712,0,3,,,,,,,,,,,,,,,1,1,0,,0,,,37600,,,0,0,0,TIER 2,0
118713,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,33593,,,0,0,0,TIER 1,0
118714,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,30500,,,0,0,0,TIER 3,0
118715,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,48900,,,0,0,0,TIER 4,0
118716,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31150,,,0,0,0,TIER 4,0
118717,0,0,,,,,,,,,,,,,,,3,2,1,,0,,,51322,,,0,0,0,TIER 1,0
118718,0,0,,,,,,,,,,,,,,,5,1,3,,0,,,75000,,35,0,0,0,TIER 3,0
118719,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,46900,,,0,0,0,TIER 3,0
118720,0,0,,,,,,,,,,,,,,,2,1,0,69054,0,,,46800,,,0,0,0,TIER 4,0
118721,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,43900,,,0,0,0,TIER 4,0
118722,0,2,,,,,,,,,,,,,,,2,1,0,91,0,,,26700,,,5,3,1,TIER 3,0
118723,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,49986,,,0,0,0,TIER 1,0
118724,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,50917,,,2,1,0,TIER 4,0
118725,0,0,,,,,,,,,,,,,,,4,3,1,,0,,,31400,,34,0,0,0,TIER 3,0
118726,0,1,,,,,,,,,,,,,,,13,12,1,337000,0,337000,,23000,,37,0,0,0,TIER 4,0
118727,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,45650,,,0,0,0,TIER 3,0
118728,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,45852,,,0,0,0,TIER 4,0
118729,0,0,,,,,,,,,,,,,,,3,2,0,300000,0,300000,,58550,,,0,0,0,TIER 3,0
118730,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118731,0,0,,,,,,,,,,,,,,,2,1,0,,0,,,30921,,,0,0,0,TIER 4,0
118732,0,0,,,,,,,,,,,,,,,3,2,0,,0,,,27300,,,0,0,0,TIER 4,0
118733,0,0,,,,,,,,,,,,,,,2,2,0,35000,0,35000,,48650,,,0,0,0,TIER 3,0
118734,0,0,,,,,,,,,,,,,,,17,7,5,95000,0,,,47051,,59,6,6,3,TIER 4,0
118735,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,58900,,,6,6,3,TIER 4,0
118736,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,48000,,,0,0,0,TIER 3,0
118737,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118738,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30600,,,0,0,0,TIER 3,0
118739,0,0,,,,,,,,,,,,,,,35,35,0,43700,0,86200,,34400,,,0,0,0,TIER 3,0
118740,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31900,,,0,0,0,TIER 3,0
118741,0,0,,,,,,,,,,,,,,,9,3,5,44500,0,89000,60649,48900,,26,0,0,0,TIER 1,0
118742,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,29445,,,0,0,0,TIER 2,0
118743,0,0,,,,,,,,,,,,,,,9,1,8,100000,0,,146928,48000,32,55,0,0,0,TIER 1,0
118744,0,0,,,,,,,,,,,,,,,24,22,0,6000,0,10500,,68900,,,0,0,0,TIER 1,0
118745,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118746,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,39500,,,0,0,0,TIER 3,0
118747,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,33500,,,0,0,0,TIER 3,0
118748,0,0,,,,,,,,,,,,,,,2,1,0,,0,,,51900,,,1,1,1,TIER 4,1
118749,0,0,,,,,,,,,,,,,,,6,3,3,55000,0,106451,7389,55000,19,31,22,21,11,TIER 2,1
118750,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118751,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,67900,,,0,0,0,TIER 4,0
118752,0,3,,,,,,,,,,,,,,,1,1,0,,0,,,32000,,,0,0,0,TIER 4,0
118753,0,0,,,,,,,,,,,,,,,9,2,1,,0,,,50000,,133,0,0,0,TIER 4,0
118754,0,1,,,,,,,,,,,,,,,2,2,0,160000,0,160000,,26131,,,0,0,0,TIER 4,0
118755,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31500,,,0,0,0,TIER 3,0
118756,0,0,,,,,,,,,,,,,,,3,2,1,266761,0,266761,32177,62900,,,0,0,0,TIER 4,0
118757,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,29700,,,0,0,0,TIER 4,0
118758,0,0,,,,,,,,,,,,,,,4,2,0,,0,,,50600,,,0,0,0,TIER 4,0
118759,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,46700,,,0,0,0,TIER 4,0
118760,0,0,,,,,,,,,,,,,,,3,1,2,,0,,,46581,,29,0,0,0,TIER 1,0
118761,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118762,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,28900,,,0,0,0,TIER 4,0
118763,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,39000,,,0,0,0,TIER 3,0
118764,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,25000,,,0,0,0,TIER 3,0
118765,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,39900,,,0,0,0,TIER 4,0
118766,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,30950,,,0,0,0,TIER 3,0
118767,0,2,,,,,,,,,,,,,,,3,3,0,,0,,,24900,,,0,0,0,TIER 1,0
118768,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,53900,,,0,0,0,TIER 2,0
118769,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,30900,,,0,0,0,TIER 2,0
118770,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,46900,,,0,0,0,TIER 2,0
118771,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,15000,,,0,0,0,TIER 4,0
118772,0,0,,,,,,,,,,,,,,,3,1,2,,0,,,44900,,23,0,0,0,TIER 2,0
